cell_barcode;orig.ident;nCount_RNA;nFeature_RNA;subproject;library_id;index;donor_id.x;fastq_path_r1;fastq_path_r2;symbolic_link_r1;symbolic_link_r2;zUMI_barcode;plate;original_barcode;well;sample_id;donor_id.y;tissue;time_point;sample_description;sampling_time;sample_description_FN;Exclude_FN
YPPRMQGR;SeuratProject;604212;1086;CLL_52;AG0818;N724-S513-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S513-NX-xt_2.fastq.gz;CLL_10-7434_S244_L001_R1_001.fastq.gz;CLL_10-7434_S244_L001_R2_001.fastq.gz;YPPRMQGR;P2471;P2471_N724-S513;CLL_10_7434_A08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YPSTEHQE;SeuratProject;414581;898;CLL_52;AG0054;N703-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S513-NX-xt_2.fastq.gz;CLL_05-599_S154_L007_R1_001.fastq.gz;CLL_05-599_S154_L007_R2_001.fastq.gz;YPSTEHQE;P2466;P2466_N703-S513;CLL_05_599_A03;05/599;63;PB;T1;NA;NA;pretreatment;NA
YRTJTWJO;SeuratProject;532239;953;CLL_52;AG0518;N706-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S507-NX-xt_2.fastq.gz;CLL_05-76_S355_L001_R1_001.fastq.gz;CLL_05-76_S355_L001_R2_001.fastq.gz;YRTJTWJO;P2468;P2468_N706-S507;CLL_05_76_E06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YSRLRXBV;SeuratProject;232478;3977;CLL_52;AF9642;N728-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S507-NX-xt_2.fastq.gz;CLL_14-2116_S329_L006_R1_001.fastq.gz;CLL_14-2116_S329_L006_R2_001.fastq.gz;YSRLRXBV;P2461;P2461_N728-S507;CLL_14_2116_E11;14/2116;63;LN;T3;NA;NA;RS;NA
YSYXOBUY;SeuratProject;433657;772;CLL_52;AG0731;N711-S515-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S515-NX-xt_2.fastq.gz;CLL_10-7434_S64_L001_R1_001.fastq.gz;CLL_10-7434_S64_L001_R2_001.fastq.gz;YSYXOBUY;P2470;P2470_N711-S515;CLL_10_7434_B09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YTKETICZ;SeuratProject;363692;2064;CLL_52;AG0644;N727-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S505-NX-xt_2.fastq.gz;CLL_14-2116_S285_L001_R1_001.fastq.gz;CLL_14-2116_S285_L001_R2_001.fastq.gz;YTKETICZ;P2469;P2469_N727-S505;CLL_14_2116_C10;14/2116;63;LN;T3;NA;NA;RS;NA
YTMSCHOV;SeuratProject;332007;1059;CLL_52;AF9774;N720-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N720-S513-NX-xt_2.fastq.gz;CLL_05-76_S80_L006_R1_001.fastq.gz;CLL_05-76_S80_L006_R2_001.fastq.gz;YTMSCHOV;P2463;P2463_N720-S513;CLL_05_76_A04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YTQRCAOF;SeuratProject;403554;2954;CLL_52;AG0217;N728-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S517-NX-xt_2.fastq.gz;CLL_14-2116_S346_L007_R1_001.fastq.gz;CLL_14-2116_S346_L007_R2_001.fastq.gz;YTQRCAOF;P2467;P2467_N728-S517;CLL_14_2116_D11;14/2116;63;LN;T3;NA;NA;RS;NA
YUFPVOZF;SeuratProject;266011;1361;CLL_52;AF9730;N712-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S518-NX-xt_2.fastq.gz;CLL_14-2116_S115_L006_R1_001.fastq.gz;CLL_14-2116_S115_L006_R2_001.fastq.gz;YUFPVOZF;P2462;P2462_N712-S518;CLL_14_2116_E10;14/2116;63;LN;T3;NA;NA;RS;NA
YUGBXIIJ;SeuratProject;393602;780;CLL_52;AF9666;N702-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S518-NX-xt_2.fastq.gz;CLL_05-599_S327_L006_R1_001.fastq.gz;CLL_05-599_S327_L006_R2_001.fastq.gz;YUGBXIIJ;P2462;P2462_N702-S518;CLL_05_599_E02;05/599;63;PB;T1;NA;NA;pretreatment;NA
YUKJYKSN;SeuratProject;494947;1106;CLL_52;AG0532;N710-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N710-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N710-S505-NX-xt_2.fastq.gz;CLL_10-7434_S143_L001_R1_001.fastq.gz;CLL_10-7434_S143_L001_R2_001.fastq.gz;YUKJYKSN;P2468;P2468_N710-S505;CLL_10_7434_C08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YUXHQMXV;SeuratProject;403521;759;CLL_52;AG0787;N720-S515-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S515-NX-xt_2.fastq.gz;CLL_05-76_S133_L001_R1_001.fastq.gz;CLL_05-76_S133_L001_R2_001.fastq.gz;YUXHQMXV;P2471;P2471_N720-S515;CLL_05_76_B04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YVKJOEOQ;SeuratProject;378;33;CLL_52;AG0133;N715-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S522-NX-xt_2.fastq.gz;empty_S39_L007_R1_001.fastq.gz;empty_S39_L007_R2_001.fastq.gz;YVKJOEOQ;P2466;P2466_N715-S522;empty_H12;empty;NA;NA;NA;NA;NA;NA;NA
YVKPLEDN;SeuratProject;267522;792;CLL_52;AF9810;N724-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N724-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N724-S518-NX-xt_2.fastq.gz;CLL_10-7434_S236_L006_R1_001.fastq.gz;CLL_10-7434_S236_L006_R2_001.fastq.gz;YVKPLEDN;P2463;P2463_N724-S518;CLL_10_7434_E08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YVVMUXSB;SeuratProject;557900;1117;CLL_52;AG0759;N715-S520-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S520-NX-xt_2.fastq.gz;CLL_14-2116_S270_L001_R1_001.fastq.gz;CLL_14-2116_S270_L001_R2_001.fastq.gz;YVVMUXSB;P2470;P2470_N715-S520;CLL_14_2116_F12;14/2116;63;LN;T3;NA;NA;RS;NA
YVWBENVN;SeuratProject;550068;1980;CLL_52;AF9487;N704-S503-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S503-NX-xt_2.fastq.gz;CLL_05-76_S225_L006_R1_001.fastq.gz;CLL_05-76_S225_L006_R2_001.fastq.gz;YVWBENVN;P2460;P2460_N704-S503;CLL_05_76_B04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YWHJRMJC;SeuratProject;428713;2451;CLL_52;AF9937;N715-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S506-NX-xt_2.fastq.gz;CLL_14-2116_S99_L007_R1_001.fastq.gz;CLL_14-2116_S99_L007_R2_001.fastq.gz;YWHJRMJC;P2464;P2464_N715-S506;CLL_14_2116_D12;14/2116;63;LN;T3;NA;NA;RS;NA
YWSQFXXJ;SeuratProject;360147;1195;CLL_52;AG0609;N721-S511-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S511-NX-xt_2.fastq.gz;CLL_05-76_S122_L001_R1_001.fastq.gz;CLL_05-76_S122_L001_R2_001.fastq.gz;YWSQFXXJ;P2469;P2469_N721-S511;CLL_05_76_H05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YZBUDDEU;SeuratProject;460267;1182;CLL_52;AG0090;N707-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S518-NX-xt_2.fastq.gz;CLL_10-7434_S108_L007_R1_001.fastq.gz;CLL_10-7434_S108_L007_R2_001.fastq.gz;YZBUDDEU;P2466;P2466_N707-S518;CLL_10_7434_E07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YZEMIXJJ;SeuratProject;346903;1094;CLL_52;AF9520;N710-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N710-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N710-S505-NX-xt_2.fastq.gz;CLL_10-7434_S241_L006_R1_001.fastq.gz;CLL_10-7434_S241_L006_R2_001.fastq.gz;YZEMIXJJ;P2460;P2460_N710-S505;CLL_10_7434_C08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YZPGAJGA;SeuratProject;488067;1160;CLL_52;AF9465;N701-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S506-NX-xt_2.fastq.gz;CLL_05-599_S105_L006_R1_001.fastq.gz;CLL_05-599_S105_L006_R2_001.fastq.gz;YZPGAJGA;P2460;P2460_N701-S506;CLL_05_599_D01;05/599;63;PB;T1;NA;NA;pretreatment;NA
ZALKUMOZ;SeuratProject;360705;2341;CLL_52;AG0034;N729-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N729-S507-NX-xt_2.fastq.gz;CLL_14-2116_S26_L007_R1_001.fastq.gz;CLL_14-2116_S26_L007_R2_001.fastq.gz;ZALKUMOZ;P2465;P2465_N729-S507;CLL_14_2116_E12;14/2116;63;LN;T3;NA;NA;RS;NA
ZAYPKGXX;SeuratProject;448740;1149;CLL_52;AG0606;N721-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S507-NX-xt_2.fastq.gz;CLL_05-76_S131_L001_R1_001.fastq.gz;CLL_05-76_S131_L001_R2_001.fastq.gz;ZAYPKGXX;P2469;P2469_N721-S507;CLL_05_76_E05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZBESYHIM;SeuratProject;732545;1027;CLL_52;AG0718;N707-S518-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S518-NX-xt_2.fastq.gz;CLL_10-7434_S191_L001_R1_001.fastq.gz;CLL_10-7434_S191_L001_R2_001.fastq.gz;ZBESYHIM;P2470;P2470_N707-S518;CLL_10_7434_E07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZCJWVWCJ;SeuratProject;332844;1149;CLL_52;AG0078;N706-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S513-NX-xt_2.fastq.gz;CLL_05-76_S1_L007_R1_001.fastq.gz;CLL_05-76_S1_L007_R2_001.fastq.gz;ZCJWVWCJ;P2466;P2466_N706-S513;CLL_05_76_A06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZDKXOKIK;SeuratProject;392976;879;CLL_52;AG0161;N720-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S517-NX-xt_2.fastq.gz;CLL_05-76_S310_L007_R1_001.fastq.gz;CLL_05-76_S310_L007_R2_001.fastq.gz;ZDKXOKIK;P2467;P2467_N720-S517;CLL_05_76_D04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZDLJXODA;SeuratProject;254594;972;CLL_52;AF9499;N705-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S508-NX-xt_2.fastq.gz;CLL_05-76_S252_L006_R1_001.fastq.gz;CLL_05-76_S252_L006_R2_001.fastq.gz;ZDLJXODA;P2460;P2460_N705-S508;CLL_05_76_F05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZDUFORUK;SeuratProject;490603;3801;CLL_52;AG0567;N715-S508-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N715-S508-NX-xt_2.fastq.gz;CLL_14-2116_S90_L001_R1_001.fastq.gz;CLL_14-2116_S90_L001_R2_001.fastq.gz;ZDUFORUK;P2468;P2468_N715-S508;CLL_14_2116_F12;14/2116;63;LN;T3;NA;NA;RS;NA
ZEEJASAX;SeuratProject;347417;2095;CLL_52;AG0546;N712-S502-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S502-NX-xt_2.fastq.gz;CLL_14-2116_S306_L001_R1_001.fastq.gz;CLL_14-2116_S306_L001_R2_001.fastq.gz;ZEEJASAX;P2468;P2468_N712-S502;CLL_14_2116_A10;14/2116;63;LN;T3;NA;NA;RS;NA
ZEGMJMJK;SeuratProject;385785;975;CLL_52;AF9659;N701-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S520-NX-xt_2.fastq.gz;CLL_05-599_S232_L006_R1_001.fastq.gz;CLL_05-599_S232_L006_R2_001.fastq.gz;ZEGMJMJK;P2462;P2462_N701-S520;CLL_05_599_F01;05/599;63;PB;T1;NA;NA;pretreatment;NA
ZENFQREM;SeuratProject;404501;887;CLL_52;AG0051;N702-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S520-NX-xt_2.fastq.gz;CLL_05-599_S375_L007_R1_001.fastq.gz;CLL_05-599_S375_L007_R2_001.fastq.gz;ZENFQREM;P2466;P2466_N702-S520;CLL_05_599_F02;05/599;63;PB;T1;NA;NA;pretreatment;NA
ZGLZOQFL;SeuratProject;530628;1273;CLL_52;AF9894;N707-S502-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S502-NX-xt_2.fastq.gz;CLL_10-7434_S207_L007_R1_001.fastq.gz;CLL_10-7434_S207_L007_R2_001.fastq.gz;ZGLZOQFL;P2464;P2464_N707-S502;CLL_10_7434_A07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZHIQWWPM;SeuratProject;225825;912;CLL_52;AF9611;N723-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N723-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N723-S508-NX-xt_2.fastq.gz;CLL_10-7434_S136_L006_R1_001.fastq.gz;CLL_10-7434_S136_L006_R2_001.fastq.gz;ZHIQWWPM;P2461;P2461_N723-S508;CLL_10_7434_F07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZHMFPILD;SeuratProject;531492;1022;CLL_52;AG0515;N706-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S503-NX-xt_2.fastq.gz;CLL_05-76_S225_L001_R1_001.fastq.gz;CLL_05-76_S225_L001_R2_001.fastq.gz;ZHMFPILD;P2468;P2468_N706-S503;CLL_05_76_B06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZIDUVVYH;SeuratProject;369471;2070;CLL_52;AG0209;N727-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S517-NX-xt_2.fastq.gz;CLL_14-2116_S231_L007_R1_001.fastq.gz;CLL_14-2116_S231_L007_R2_001.fastq.gz;ZIDUVVYH;P2467;P2467_N727-S517;CLL_14_2116_D10;14/2116;63;LN;T3;NA;NA;RS;NA
ZIQFFSVN;SeuratProject;371935;711;CLL_52;AG0813;N723-S517-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S517-NX-xt_2.fastq.gz;CLL_10-7434_S157_L001_R1_001.fastq.gz;CLL_10-7434_S157_L001_R2_001.fastq.gz;ZIQFFSVN;P2471;P2471_N723-S517;CLL_10_7434_D07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZIVYYDSJ;SeuratProject;304255;1199;CLL_52;AG0179;N722-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N722-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N722-S520-NX-xt_2.fastq.gz;CLL_05-76_S304_L007_R1_001.fastq.gz;CLL_05-76_S304_L007_R2_001.fastq.gz;ZIVYYDSJ;P2467;P2467_N722-S520;CLL_05_76_F06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZJDEOITG;SeuratProject;467428;1232;CLL_52;AF9707;N707-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S520-NX-xt_2.fastq.gz;CLL_10-7434_S161_L006_R1_001.fastq.gz;CLL_10-7434_S161_L006_R2_001.fastq.gz;ZJDEOITG;P2462;P2462_N707-S520;CLL_10_7434_F07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZJOXNHEQ;SeuratProject;336936;981;CLL_52;AF9950;N718-S502-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S502-NX-xt_2.fastq.gz;CLL_05-599_S18_L007_R1_001.fastq.gz;CLL_05-599_S18_L007_R2_001.fastq.gz;ZJOXNHEQ;P2465;P2465_N718-S502;CLL_05_599_A02;05/599;63;PB;T1;NA;NA;pretreatment;NA
ZKADXJOI;SeuratProject;435912;1350;CLL_52;AG0615;N722-S508-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N722-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N722-S508-NX-xt_2.fastq.gz;CLL_05-76_S139_L001_R1_001.fastq.gz;CLL_05-76_S139_L001_R2_001.fastq.gz;ZKADXJOI;P2469;P2469_N722-S508;CLL_05_76_F06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
ZKHCOEWU;SeuratProject;547825;1070;CLL_52;AG0542;N711-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S507-NX-xt_2.fastq.gz;CLL_10-7434_S49_L001_R1_001.fastq.gz;CLL_10-7434_S49_L001_R2_001.fastq.gz;ZKHCOEWU;P2468;P2468_N711-S507;CLL_10_7434_E09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZKZGFNVI;SeuratProject;530576;984;CLL_52;AF9903;N710-S503-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S503-NX-xt_2.fastq.gz;CLL_10-7434_S36_L007_R1_001.fastq.gz;CLL_10-7434_S36_L007_R2_001.fastq.gz;ZKZGFNVI;P2464;P2464_N710-S503;CLL_10_7434_B08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZLFJUECU;SeuratProject;401895;984;CLL_52;AF9906;N710-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S507-NX-xt_2.fastq.gz;CLL_10-7434_S120_L007_R1_001.fastq.gz;CLL_10-7434_S120_L007_R2_001.fastq.gz;ZLFJUECU;P2464;P2464_N710-S507;CLL_10_7434_E08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZLNJFMXV;SeuratProject;401667;2344;CLL_52;AG0656;N728-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S510-NX-xt_2.fastq.gz;CLL_14-2116_S5_L001_R1_001.fastq.gz;CLL_14-2116_S5_L001_R2_001.fastq.gz;ZLNJFMXV;P2469;P2469_N728-S510;CLL_14_2116_G11;14/2116;63;LN;T3;NA;NA;RS;NA
ZLZXNXJK;SeuratProject;304588;778;CLL_52;AG0184;N723-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S516-NX-xt_2.fastq.gz;CLL_10-7434_S46_L007_R1_001.fastq.gz;CLL_10-7434_S46_L007_R2_001.fastq.gz;ZLZXNXJK;P2467;P2467_N723-S516;CLL_10_7434_C07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
ZMHYXQAK;SeuratProject;381746;1271;CLL_52;AF9771;N719-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S520-NX-xt_2.fastq.gz;CLL_05-599_S191_L006_R1_001.fastq.gz;CLL_05-599_S191_L006_R2_001.fastq.gz;ZMHYXQAK;P2463;P2463_N719-S520;CLL_05_599_F03;05/599;63;PB;T1;NA;NA;pretreatment;NA
ZMLMCYDX;SeuratProject;357231;1428;CLL_52;AG0554;N714-S502-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S502-NX-xt_2.fastq.gz;CLL_14-2116_S21_L001_R1_001.fastq.gz;CLL_14-2116_S21_L001_R2_001.fastq.gz;ZMLMCYDX;P2468;P2468_N714-S502;CLL_14_2116_A11;14/2116;63;LN;T3;NA;NA;RS;NA
