cell_barcode;orig.ident;nCount_RNA;nFeature_RNA;subproject;library_id;index;donor_id.x;fastq_path_r1;fastq_path_r2;symbolic_link_r1;symbolic_link_r2;zUMI_barcode;plate;original_barcode;well;sample_id;donor_id.y;tissue;time_point;sample_description;sampling_time;sample_description_FN;Exclude_FN
XTAPCQZS;SeuratProject;279585;955;CLL_52;AG0504;N704-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S510-NX-xt_2.fastq.gz;CLL_05-76_S190_L001_R1_001.fastq.gz;CLL_05-76_S190_L001_R2_001.fastq.gz;XTAPCQZS;P2468;P2468_N704-S510;CLL_05_76_G04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
XTFBSHLM;SeuratProject;408922;2415;CLL_52;AG0218;N728-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N728-S518-NX-xt_2.fastq.gz;CLL_14-2116_S51_L007_R1_001.fastq.gz;CLL_14-2116_S51_L007_R2_001.fastq.gz;XTFBSHLM;P2467;P2467_N728-S518;CLL_14_2116_E11;14/2116;63;LN;T3;NA;NA;RS;NA
XTSFBZSM;SeuratProject;209;26;CLL_52;AG0695;N704-S520-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S520-NX-xt_2.fastq.gz;CLL_05-76_S382_L001_R1_001.fastq.gz;CLL_05-76_S382_L001_R2_001.fastq.gz;XTSFBZSM;P2470;P2470_N704-S520;CLL_05_76_F04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
XUMDDXCD;SeuratProject;409078;3187;CLL_52;AG0552;N712-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N712-S510-NX-xt_2.fastq.gz;CLL_14-2116_S20_L001_R1_001.fastq.gz;CLL_14-2116_S20_L001_R2_001.fastq.gz;XUMDDXCD;P2468;P2468_N712-S510;CLL_14_2116_G10;14/2116;63;LN;T3;NA;NA;RS;NA
XUOEOLJH;SeuratProject;373880;990;CLL_52;AG0061;N703-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S522-NX-xt_2.fastq.gz;CLL_05-599_S314_L007_R1_001.fastq.gz;CLL_05-599_S314_L007_R2_001.fastq.gz;XUOEOLJH;P2466;P2466_N703-S522;CLL_05_599_H03;05/599;63;PB;T1;NA;NA;pretreatment;NA
XUUBYNTV;SeuratProject;327671;1850;CLL_52;AF9643;N728-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S508-NX-xt_2.fastq.gz;CLL_14-2116_S166_L006_R1_001.fastq.gz;CLL_14-2116_S166_L006_R2_001.fastq.gz;XUUBYNTV;P2461;P2461_N728-S508;CLL_14_2116_F11;14/2116;63;LN;T3;NA;NA;RS;NA
XVJYLUCK;SeuratProject;374592;1059;CLL_52;AF9568;N718-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S505-NX-xt_2.fastq.gz;CLL_05-599_S276_L006_R1_001.fastq.gz;CLL_05-599_S276_L006_R2_001.fastq.gz;XVJYLUCK;P2461;P2461_N718-S505;CLL_05_599_C02;05/599;63;PB;T1;NA;NA;pretreatment;NA
XWNSPBPX;SeuratProject;759865;1322;CLL_52;AG0767;N716-S520-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S520-NX-xt_2.fastq.gz;CLL_05-599_S280_L001_R1_001.fastq.gz;CLL_05-599_S280_L001_R2_001.fastq.gz;XWNSPBPX;P2471;P2471_N716-S520;CLL_05_599_F01;05/599;63;PB;T1;NA;NA;pretreatment;NA
XXJMQQEH;SeuratProject;363854;2566;CLL_52;AF9833;N728-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S517-NX-xt_2.fastq.gz;CLL_14-2116_S40_L006_R1_001.fastq.gz;CLL_14-2116_S40_L006_R2_001.fastq.gz;XXJMQQEH;P2463;P2463_N728-S517;CLL_14_2116_D11;14/2116;63;LN;T3;NA;NA;RS;NA
XXPDPQIY;SeuratProject;262;223;CLL_52;AG0776;N718-S521-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S521-NX-xt_2.fastq.gz;CLL_05-599_S51_L001_R1_001.fastq.gz;CLL_05-599_S51_L001_R2_001.fastq.gz;XXPDPQIY;P2471;P2471_N718-S521;CLL_05_599_G02;05/599;63;PB;T1;NA;NA;pretreatment;NA
XYATGJQF;SeuratProject;315368;964;CLL_52;AF9705;N707-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S517-NX-xt_2.fastq.gz;CLL_10-7434_S375_L006_R1_001.fastq.gz;CLL_10-7434_S375_L006_R2_001.fastq.gz;XYATGJQF;P2462;P2462_N707-S517;CLL_10_7434_D07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
XYGJAQCD;SeuratProject;33318;1222;CLL_52;AG0206;N727-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N727-S513-NX-xt_2.fastq.gz;CLL_14-2116_S332_L007_R1_001.fastq.gz;CLL_14-2116_S332_L007_R2_001.fastq.gz;XYGJAQCD;P2467;P2467_N727-S513;CLL_14_2116_A10;14/2116;63;LN;T3;NA;NA;RS;NA
XYINUZGN;SeuratProject;557215;1405;CLL_52;AG0748;N714-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S516-NX-xt_2.fastq.gz;CLL_14-2116_S232_L001_R1_001.fastq.gz;CLL_14-2116_S232_L001_R2_001.fastq.gz;XYINUZGN;P2470;P2470_N714-S516;CLL_14_2116_C11;14/2116;63;LN;T3;NA;NA;RS;NA
XZMXVXUJ;SeuratProject;437607;1172;CLL_52;AF9981;N721-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S511-NX-xt_2.fastq.gz;CLL_05-76_S250_L007_R1_001.fastq.gz;CLL_05-76_S250_L007_R2_001.fastq.gz;XZMXVXUJ;P2465;P2465_N721-S511;CLL_05_76_H05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
XZUXMHIB;SeuratProject;123984;516;CLL_52;AG0781;N719-S517-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N719-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N719-S517-NX-xt_2.fastq.gz;CLL_05-599_S372_L001_R1_001.fastq.gz;CLL_05-599_S372_L001_R2_001.fastq.gz;XZUXMHIB;P2471;P2471_N719-S517;CLL_05_599_D03;05/599;63;PB;T1;NA;NA;pretreatment;NA
YAZPVAEK;SeuratProject;434056;1951;CLL_52;AF9836;N728-S521-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S521-NX-xt_2.fastq.gz;CLL_14-2116_S308_L006_R1_001.fastq.gz;CLL_14-2116_S308_L006_R2_001.fastq.gz;YAZPVAEK;P2463;P2463_N728-S521;CLL_14_2116_G11;14/2116;63;LN;T3;NA;NA;RS;NA
YBYMUDSK;SeuratProject;519559;1012;CLL_52;AF9861;N702-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S511-NX-xt_2.fastq.gz;CLL_05-599_S145_L007_R1_001.fastq.gz;CLL_05-599_S145_L007_R2_001.fastq.gz;YBYMUDSK;P2464;P2464_N702-S511;CLL_05_599_H02;05/599;63;PB;T1;NA;NA;pretreatment;NA
YCLQRSDS;SeuratProject;238879;858;CLL_52;AG0001;N724-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S506-NX-xt_2.fastq.gz;CLL_10-7434_S181_L007_R1_001.fastq.gz;CLL_10-7434_S181_L007_R2_001.fastq.gz;YCLQRSDS;P2465;P2465_N724-S506;CLL_10_7434_D08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YCYGAVJK;SeuratProject;454989;1497;CLL_52;AF9471;N702-S503-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N702-S503-NX-xt_2.fastq.gz;CLL_05-599_S175_L006_R1_001.fastq.gz;CLL_05-599_S175_L006_R2_001.fastq.gz;YCYGAVJK;P2460;P2460_N702-S503;CLL_05_599_B02;05/599;63;PB;T1;NA;NA;pretreatment;NA
YFGIFCLB;SeuratProject;319165;750;CLL_52;AG0624;N723-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S510-NX-xt_2.fastq.gz;CLL_10-7434_S23_L001_R1_001.fastq.gz;CLL_10-7434_S23_L001_R2_001.fastq.gz;YFGIFCLB;P2469;P2469_N723-S510;CLL_10_7434_G07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YFLWGJLY;SeuratProject;428643;939;CLL_52;AF9961;N719-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S506-NX-xt_2.fastq.gz;CLL_05-599_S38_L007_R1_001.fastq.gz;CLL_05-599_S38_L007_R2_001.fastq.gz;YFLWGJLY;P2465;P2465_N719-S506;CLL_05_599_D03;05/599;63;PB;T1;NA;NA;pretreatment;NA
YFTBYKRC;SeuratProject;354757;896;CLL_52;AF9496;N705-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N705-S505-NX-xt_2.fastq.gz;CLL_05-76_S199_L006_R1_001.fastq.gz;CLL_05-76_S199_L006_R2_001.fastq.gz;YFTBYKRC;P2460;P2460_N705-S505;CLL_05_76_C05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YGEPHAET;SeuratProject;264296;670;CLL_52;AF9930;N714-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S507-NX-xt_2.fastq.gz;CLL_14-2116_S263_L007_R1_001.fastq.gz;CLL_14-2116_S263_L007_R2_001.fastq.gz;YGEPHAET;P2464;P2464_N714-S507;CLL_14_2116_E11;14/2116;63;LN;T3;NA;NA;RS;NA
YGWXDCGR;SeuratProject;428597;1135;CLL_52;AG0616;N722-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N722-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N722-S510-NX-xt_2.fastq.gz;CLL_05-76_S8_L001_R1_001.fastq.gz;CLL_05-76_S8_L001_R2_001.fastq.gz;YGWXDCGR;P2469;P2469_N722-S510;CLL_05_76_G06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YHBHCOPH;SeuratProject;409753;879;CLL_52;AF9819;N726-S520-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S520-NX-xt_2.fastq.gz;CLL_10-7434_S219_L006_R1_001.fastq.gz;CLL_10-7434_S219_L006_R2_001.fastq.gz;YHBHCOPH;P2463;P2463_N726-S520;CLL_10_7434_F09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YHMDEQYH;SeuratProject;563684;1146;CLL_52;AG0495;N703-S508-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N703-S508-NX-xt_2.fastq.gz;CLL_05-599_S101_L001_R1_001.fastq.gz;CLL_05-599_S101_L001_R2_001.fastq.gz;YHMDEQYH;P2468;P2468_N703-S508;CLL_05_599_F03;05/599;63;PB;T1;NA;NA;pretreatment;NA
YIAWOWVD;SeuratProject;446989;2332;CLL_52;AF9928;N714-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S505-NX-xt_2.fastq.gz;CLL_14-2116_S283_L007_R1_001.fastq.gz;CLL_14-2116_S283_L007_R2_001.fastq.gz;YIAWOWVD;P2464;P2464_N714-S505;CLL_14_2116_C11;14/2116;63;LN;T3;NA;NA;RS;NA
YIBXPCBY;SeuratProject;406336;883;CLL_52;AG0039;N701-S515-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S515-NX-xt_2.fastq.gz;CLL_05-599_S3_L007_R1_001.fastq.gz;CLL_05-599_S3_L007_R2_001.fastq.gz;YIBXPCBY;P2466;P2466_N701-S515;CLL_05_599_B01;05/599;63;PB;T1;NA;NA;pretreatment;NA
YJAWUBFN;SeuratProject;369331;979;CLL_52;AG0503;N704-S508-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S508-NX-xt_2.fastq.gz;CLL_05-76_S222_L001_R1_001.fastq.gz;CLL_05-76_S222_L001_R2_001.fastq.gz;YJAWUBFN;P2468;P2468_N704-S508;CLL_05_76_F04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YKJXZYIE;SeuratProject;269564;2094;CLL_52;AG0643;N727-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S503-NX-xt_2.fastq.gz;CLL_14-2116_S158_L001_R1_001.fastq.gz;CLL_14-2116_S158_L001_R2_001.fastq.gz;YKJXZYIE;P2469;P2469_N727-S503;CLL_14_2116_B10;14/2116;63;LN;T3;NA;NA;RS;NA
YLEPOOLX;SeuratProject;590601;799;CLL_52;AG0828;N726-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S516-NX-xt_2.fastq.gz;CLL_10-7434_S375_L001_R1_001.fastq.gz;CLL_10-7434_S375_L001_R2_001.fastq.gz;YLEPOOLX;P2471;P2471_N726-S516;CLL_10_7434_C09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YLYEAGPH;SeuratProject;605462;1163;CLL_52;AG0519;N706-S508-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S508-NX-xt_2.fastq.gz;CLL_05-76_S248_L001_R1_001.fastq.gz;CLL_05-76_S248_L001_R2_001.fastq.gz;YLYEAGPH;P2468;P2468_N706-S508;CLL_05_76_F06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YMBMLKUL;SeuratProject;318268;1326;CLL_52;AF9694;N706-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S513-NX-xt_2.fastq.gz;CLL_05-76_S24_L006_R1_001.fastq.gz;CLL_05-76_S24_L006_R2_001.fastq.gz;YMBMLKUL;P2462;P2462_N706-S513;CLL_05_76_A06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YMCESMZZ;SeuratProject;470702;1709;CLL_52;AF9876;N704-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S510-NX-xt_2.fastq.gz;CLL_05-76_S312_L007_R1_001.fastq.gz;CLL_05-76_S312_L007_R2_001.fastq.gz;YMCESMZZ;P2464;P2464_N704-S510;CLL_05_76_G04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YMGLDVHW;SeuratProject;608491;3077;CLL_52;AF9546;N714-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S507-NX-xt_2.fastq.gz;CLL_14-2116_S111_L006_R1_001.fastq.gz;CLL_14-2116_S111_L006_R2_001.fastq.gz;YMGLDVHW;P2460;P2460_N714-S507;CLL_14_2116_E11;14/2116;63;LN;T3;NA;NA;RS;NA
YMGRXTLY;SeuratProject;359441;912;CLL_52;AF9945;N716-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S506-NX-xt_2.fastq.gz;CLL_05-599_S213_L007_R1_001.fastq.gz;CLL_05-599_S213_L007_R2_001.fastq.gz;YMGRXTLY;P2465;P2465_N716-S506;CLL_05_599_D01;05/599;63;PB;T1;NA;NA;pretreatment;NA
YMTTAWXV;SeuratProject;397752;1798;CLL_52;AF9931;N714-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N714-S508-NX-xt_2.fastq.gz;CLL_14-2116_S256_L007_R1_001.fastq.gz;CLL_14-2116_S256_L007_R2_001.fastq.gz;YMTTAWXV;P2464;P2464_N714-S508;CLL_14_2116_F11;14/2116;63;LN;T3;NA;NA;RS;NA
YMVBGGFR;SeuratProject;474727;1278;CLL_52;AG0522;N707-S502-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S502-NX-xt_2.fastq.gz;CLL_10-7434_S369_L001_R1_001.fastq.gz;CLL_10-7434_S369_L001_R2_001.fastq.gz;YMVBGGFR;P2468;P2468_N707-S502;CLL_10_7434_A07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
YNPPLEFU;SeuratProject;448073;2254;CLL_52;AF9548;N714-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N714-S510-NX-xt_2.fastq.gz;CLL_14-2116_S145_L006_R1_001.fastq.gz;CLL_14-2116_S145_L006_R2_001.fastq.gz;YNPPLEFU;P2460;P2460_N714-S510;CLL_14_2116_G11;14/2116;63;LN;T3;NA;NA;RS;NA
YNTZWAQE;SeuratProject;411069;2395;CLL_52;AG0555;N714-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N714-S503-NX-xt_2.fastq.gz;CLL_14-2116_S205_L001_R1_001.fastq.gz;CLL_14-2116_S205_L001_R2_001.fastq.gz;YNTZWAQE;P2468;P2468_N714-S503;CLL_14_2116_B11;14/2116;63;LN;T3;NA;NA;RS;NA
YNUDSIEJ;SeuratProject;567130;1057;CLL_52;AF9850;N701-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S507-NX-xt_2.fastq.gz;CLL_05-599_S8_L007_R1_001.fastq.gz;CLL_05-599_S8_L007_R2_001.fastq.gz;YNUDSIEJ;P2464;P2464_N701-S507;CLL_05_599_E01;05/599;63;PB;T1;NA;NA;pretreatment;NA
YNYCACCA;SeuratProject;353968;2569;CLL_52;AF9832;N728-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S516-NX-xt_2.fastq.gz;CLL_14-2116_S255_L006_R1_001.fastq.gz;CLL_14-2116_S255_L006_R2_001.fastq.gz;YNYCACCA;P2463;P2463_N728-S516;CLL_14_2116_C11;14/2116;63;LN;T3;NA;NA;RS;NA
YOEVUDPV;SeuratProject;27641;255;CLL_52;AF9597;N721-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S511-NX-xt_2.fastq.gz;CLL_05-76_S138_L006_R1_001.fastq.gz;CLL_05-76_S138_L006_R2_001.fastq.gz;YOEVUDPV;P2461;P2461_N721-S511;CLL_05_76_H05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YOQFOTXJ;SeuratProject;379534;1319;CLL_52;AG0572;N716-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S505-NX-xt_2.fastq.gz;CLL_05-599_S378_L001_R1_001.fastq.gz;CLL_05-599_S378_L001_R2_001.fastq.gz;YOQFOTXJ;P2469;P2469_N716-S505;CLL_05_599_C01;05/599;63;PB;T1;NA;NA;pretreatment;NA
YOQRLLHD;SeuratProject;292776;565;CLL_52;AG0691;N704-S515-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S515-NX-xt_2.fastq.gz;CLL_05-76_S263_L001_R1_001.fastq.gz;CLL_05-76_S263_L001_R2_001.fastq.gz;YOQRLLHD;P2470;P2470_N704-S515;CLL_05_76_B04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
YORPWLUB;SeuratProject;398446;2740;CLL_52;AF9842;N729-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S518-NX-xt_2.fastq.gz;CLL_14-2116_S357_L006_R1_001.fastq.gz;CLL_14-2116_S357_L006_R2_001.fastq.gz;YORPWLUB;P2463;P2463_N729-S518;CLL_14_2116_E12;14/2116;63;LN;T3;NA;NA;RS;NA
YPBUJBNM;SeuratProject;663796;1163;CLL_52;AG0764;N716-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S516-NX-xt_2.fastq.gz;CLL_05-599_S116_L001_R1_001.fastq.gz;CLL_05-599_S116_L001_R2_001.fastq.gz;YPBUJBNM;P2471;P2471_N716-S516;CLL_05_599_C01;05/599;63;PB;T1;NA;NA;pretreatment;NA
YPHBECWK;SeuratProject;165;22;CLL_52;AF9845;N729-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S522-NX-xt_2.fastq.gz;empty_S246_L006_R1_001.fastq.gz;empty_S246_L006_R2_001.fastq.gz;YPHBECWK;P2463;P2463_N729-S522;empty_H12;empty;NA;NA;NA;NA;NA;NA;NA
